_id,_labels,_start,_end,_type,score
,,15041,2161,CONTAINS,
,,15041,56,CONTAINS,
,,15041,813,CONTAINS,
,,15041,2683,CONTAINS,
,,15041,2862,CONTAINS,
,,15041,2040,CONTAINS,
,,15041,3558,CONTAINS,
,,15041,3511,CONTAINS,
,,15041,3893,CONTAINS,
,,15041,4607,CONTAINS,
,,15041,1335,CONTAINS,
,,15041,4748,CONTAINS,
,,15041,310,CONTAINS,
,,15041,2916,CONTAINS,
,,15041,542,CONTAINS,
,,15041,1508,CONTAINS,
,,15041,2309,CONTAINS,
,,15041,1569,CONTAINS,
,,15041,3624,CONTAINS,
,,15041,1145,CONTAINS,
,,15041,4472,CONTAINS,
,,15041,4375,CONTAINS,
,,15041,3545,CONTAINS,
,,15041,296,CONTAINS,
,,15041,177,CONTAINS,
,,15041,3419,CONTAINS,
,,15041,3281,CONTAINS,
,,15041,2557,CONTAINS,
,,15041,3315,CONTAINS,
,,15041,3119,CONTAINS,
,,15041,1092,CONTAINS,
,,15041,86,CONTAINS,
,,15041,3224,CONTAINS,
,,15041,2645,CONTAINS,
,,15041,243,CONTAINS,
,,15041,1540,CONTAINS,
,,15041,4808,CONTAINS,
,,15041,430,CONTAINS,
,,15041,2900,CONTAINS,
,,15041,4133,CONTAINS,
,,15041,3462,CONTAINS,
,,15041,4605,CONTAINS,
,,15041,4519,CONTAINS,
,,15041,3141,CONTAINS,
,,15041,303,CONTAINS,
,,15041,3393,CONTAINS,
,,15041,423,CONTAINS,
,,15041,3743,CONTAINS,
,,15041,976,CONTAINS,
,,15041,4788,CONTAINS,
,,15041,1050,CONTAINS,
,,15041,2390,CONTAINS,
,,15041,2518,CONTAINS,
,,15041,3643,CONTAINS,
,,15041,1814,CONTAINS,
,,15041,2599,CONTAINS,
,,15041,825,CONTAINS,
,,15041,3825,CONTAINS,
,,15041,3553,CONTAINS,
,,15041,4040,CONTAINS,
,,15041,134,CONTAINS,
,,15041,2564,CONTAINS,
,,15041,2962,CONTAINS,
,,15041,4043,CONTAINS,
,,15041,1116,CONTAINS,
,,15041,1431,CONTAINS,
,,15041,2406,CONTAINS,
,,15041,6,CONTAINS,
,,15041,4199,CONTAINS,
,,15041,1977,CONTAINS,
,,15041,560,CONTAINS,
,,15041,4247,CONTAINS,
,,15041,3804,CONTAINS,
,,15041,1361,CONTAINS,
,,15041,4678,CONTAINS,
,,15041,4,CONTAINS,
,,15041,4337,CONTAINS,
,,15041,248,CONTAINS,
,,15041,1872,CONTAINS,
,,15041,3348,CONTAINS,
,,15041,882,CONTAINS,
,,15041,1766,CONTAINS,
,,15041,4287,CONTAINS,
,,15041,870,CONTAINS,
,,15041,4687,CONTAINS,
,,15041,546,CONTAINS,
,,15041,2265,CONTAINS,
,,15041,158,CONTAINS,
,,15041,1205,CONTAINS,
,,15041,485,CONTAINS,
,,15041,1358,CONTAINS,
,,15041,4304,CONTAINS,
,,15041,2082,CONTAINS,
,,15041,653,CONTAINS,
,,15041,472,CONTAINS,
,,15041,4741,CONTAINS,
,,15041,2639,CONTAINS,
,,15041,3003,CONTAINS,
,,15041,2791,CONTAINS,
,,15041,439,CONTAINS,
,,15041,2619,CONTAINS,
,,15041,3400,CONTAINS,
,,15041,1357,CONTAINS,
,,15041,2944,CONTAINS,
,,15041,2573,CONTAINS,
,,15041,2473,CONTAINS,
,,15041,394,CONTAINS,
,,15041,231,CONTAINS,
,,15041,4459,CONTAINS,
,,15041,1775,CONTAINS,
,,15041,1634,CONTAINS,
,,15041,4368,CONTAINS,
,,15041,930,CONTAINS,
,,15041,4024,CONTAINS,
,,15041,4248,CONTAINS,
,,15041,791,CONTAINS,
,,15041,2451,CONTAINS,
,,15041,4862,CONTAINS,
,,15041,3615,CONTAINS,
,,15041,4835,CONTAINS,
,,15041,2677,CONTAINS,
,,15041,4704,CONTAINS,
,,15041,3582,CONTAINS,
,,15041,3563,CONTAINS,
,,15041,2307,CONTAINS,
,,15041,3908,CONTAINS,
,,15041,2777,CONTAINS,
,,15041,3149,CONTAINS,
,,15041,4916,CONTAINS,
,,15041,4352,CONTAINS,
,,15041,4083,CONTAINS,
,,15041,2961,CONTAINS,
,,15041,1198,CONTAINS,
,,15041,977,CONTAINS,
,,15041,4754,CONTAINS,
,,15041,1138,CONTAINS,
,,15041,4814,CONTAINS,
,,15041,462,CONTAINS,
,,15041,4955,CONTAINS,
,,15041,685,CONTAINS,
,,15041,1312,CONTAINS,
,,15041,3728,CONTAINS,
,,15041,690,CONTAINS,
,,15041,4243,CONTAINS,
,,15041,3190,CONTAINS,
,,15041,2853,CONTAINS,
,,15041,1955,CONTAINS,
,,15041,3656,CONTAINS,
,,15041,3813,CONTAINS,
,,15041,4854,CONTAINS,
,,15041,2461,CONTAINS,
,,15041,2216,CONTAINS,
,,15041,3649,CONTAINS,
,,15041,3110,CONTAINS,
,,15041,1705,CONTAINS,
,,15041,569,CONTAINS,
,,15041,867,CONTAINS,
,,15041,3140,CONTAINS,
,,15041,4612,CONTAINS,
,,15041,840,CONTAINS,
,,15041,125,CONTAINS,
,,15041,4630,CONTAINS,
,,15041,2184,CONTAINS,
,,15041,900,CONTAINS,
,,15041,4666,CONTAINS,
,,15041,1231,CONTAINS,
,,15041,348,CONTAINS,
,,15041,398,CONTAINS,
,,15041,1012,CONTAINS,
,,15041,4143,CONTAINS,
,,15041,1933,CONTAINS,
,,15041,115,CONTAINS,
,,15041,3147,CONTAINS,
,,15041,2968,CONTAINS,
,,15041,4618,CONTAINS,
,,15041,1052,CONTAINS,
,,15041,857,CONTAINS,
,,15041,3415,CONTAINS,
,,15041,3201,CONTAINS,
,,15041,4505,CONTAINS,
,,15041,509,CONTAINS,
,,15041,3847,CONTAINS,
,,15041,2977,CONTAINS,
,,15041,1950,CONTAINS,
,,15041,1047,CONTAINS,
,,15041,147,CONTAINS,
,,15041,1377,CONTAINS,
,,15041,4601,CONTAINS,
,,15041,1626,CONTAINS,
,,15041,4295,CONTAINS,
,,15041,173,CONTAINS,
,,15041,1994,CONTAINS,
,,15041,3766,CONTAINS,
,,15041,1137,CONTAINS,
,,15041,2979,CONTAINS,
,,15041,78,CONTAINS,
,,15041,3655,CONTAINS,
,,15041,4639,CONTAINS,
,,15041,255,CONTAINS,
,,15041,1488,CONTAINS,
,,15041,3950,CONTAINS,
,,15041,805,CONTAINS,
,,15041,3807,CONTAINS,
,,15041,292,CONTAINS,
,,15041,3687,CONTAINS,
,,15041,814,CONTAINS,
,,15041,2980,CONTAINS,
,,15041,4417,CONTAINS,
,,15041,1983,CONTAINS,
,,15041,2756,CONTAINS,
,,15041,2086,CONTAINS,
,,15041,3550,CONTAINS,
,,15041,2237,CONTAINS,
,,15041,1797,CONTAINS,
,,15041,4652,CONTAINS,
,,15041,4109,CONTAINS,
,,15041,2543,CONTAINS,
,,15041,3339,CONTAINS,
,,15041,61,CONTAINS,
,,15041,3774,CONTAINS,
,,15041,4156,CONTAINS,
,,15041,2885,CONTAINS,
,,15041,4745,CONTAINS,
,,15041,3894,CONTAINS,
,,15041,326,CONTAINS,
,,15041,2579,CONTAINS,
,,15041,3445,CONTAINS,
,,15041,2909,CONTAINS,
,,15041,2334,CONTAINS,
,,15041,1133,CONTAINS,
,,15041,4203,CONTAINS,
,,15041,970,CONTAINS,
,,15041,640,CONTAINS,
,,15041,4426,CONTAINS,
,,15041,1378,CONTAINS,
,,15041,3357,CONTAINS,
,,15041,4761,CONTAINS,
,,15041,576,CONTAINS,
,,15041,1667,CONTAINS,
,,15041,4699,CONTAINS,
,,15041,2583,CONTAINS,
,,15041,544,CONTAINS,
,,15041,3272,CONTAINS,
,,15041,2448,CONTAINS,
,,15041,4926,CONTAINS,
,,15041,715,CONTAINS,
,,15041,2166,CONTAINS,
,,15041,3765,CONTAINS,
,,15041,2937,CONTAINS,
,,15041,4124,CONTAINS,
,,15041,2144,CONTAINS,
,,15041,831,CONTAINS,
,,680,3716,ALLOWED_TO_DELEGATE,
,,687,970,ALLOWED_TO_DELEGATE,
,,698,922,ALLOWED_TO_DELEGATE,
,,702,1332,ALLOWED_TO_DELEGATE,
,,702,624,ALLOWED_TO_DELEGATE,
,,706,869,ALLOWED_TO_DELEGATE,
,,709,645,ALLOWED_TO_DELEGATE,
,,731,2224,ALLOWED_TO_DELEGATE,
,,747,999,ALLOWED_TO_DELEGATE,
,,750,2376,ALLOWED_TO_DELEGATE,
,,766,562,ALLOWED_TO_DELEGATE,
,,769,4066,ALLOWED_TO_DELEGATE,
,,792,4167,ALLOWED_TO_DELEGATE,
,,830,3740,ALLOWED_TO_DELEGATE,
,,840,982,ALLOWED_TO_DELEGATE,
,,863,540,ALLOWED_TO_DELEGATE,
,,871,2919,ALLOWED_TO_DELEGATE,
,,874,690,ALLOWED_TO_DELEGATE,
,,880,1741,ALLOWED_TO_DELEGATE,
,,883,2908,ALLOWED_TO_DELEGATE,
,,895,3769,ALLOWED_TO_DELEGATE,
,,898,958,ALLOWED_TO_DELEGATE,
,,912,1399,ALLOWED_TO_DELEGATE,
,,919,3193,ALLOWED_TO_DELEGATE,
,,941,2981,ALLOWED_TO_DELEGATE,
,,943,4411,ALLOWED_TO_DELEGATE,
,,981,1359,ALLOWED_TO_DELEGATE,
,,990,2950,ALLOWED_TO_DELEGATE,
,,1007,1806,ALLOWED_TO_DELEGATE,
,,1009,4902,ALLOWED_TO_DELEGATE,
,,1012,2413,ALLOWED_TO_DELEGATE,
,,1023,2954,ALLOWED_TO_DELEGATE,
,,1026,1319,ALLOWED_TO_DELEGATE,
,,1029,3997,ALLOWED_TO_DELEGATE,
,,1052,1585,ALLOWED_TO_DELEGATE,
,,1058,3677,ALLOWED_TO_DELEGATE,
,,1059,961,ALLOWED_TO_DELEGATE,
,,1061,3060,ALLOWED_TO_DELEGATE,
,,1062,683,ALLOWED_TO_DELEGATE,
,,1068,3431,ALLOWED_TO_DELEGATE,
,,1069,4525,ALLOWED_TO_DELEGATE,
,,1069,1422,ALLOWED_TO_DELEGATE,
,,1078,4409,ALLOWED_TO_DELEGATE,
,,1082,2312,ALLOWED_TO_DELEGATE,
,,1104,3653,ALLOWED_TO_DELEGATE,
,,1110,3537,ALLOWED_TO_DELEGATE,
,,1126,2912,ALLOWED_TO_DELEGATE,
,,1140,2743,ALLOWED_TO_DELEGATE,
,,1146,4725,ALLOWED_TO_DELEGATE,
,,1186,4778,ALLOWED_TO_DELEGATE,
,,1212,1019,ALLOWED_TO_DELEGATE,
,,1268,1907,ALLOWED_TO_DELEGATE,
,,1276,3801,ALLOWED_TO_DELEGATE,
,,1280,2785,ALLOWED_TO_DELEGATE,
,,1284,3689,ALLOWED_TO_DELEGATE,
,,1295,1822,ALLOWED_TO_DELEGATE,
,,1297,691,ALLOWED_TO_DELEGATE,
,,1303,4088,ALLOWED_TO_DELEGATE,
,,1317,2309,ALLOWED_TO_DELEGATE,
,,1323,2177,ALLOWED_TO_DELEGATE,
,,1325,4930,ALLOWED_TO_DELEGATE,
,,1333,1811,ALLOWED_TO_DELEGATE,
,,1339,3993,ALLOWED_TO_DELEGATE,
,,1358,1350,ALLOWED_TO_DELEGATE,
,,1364,2695,ALLOWED_TO_DELEGATE,
,,1379,595,ALLOWED_TO_DELEGATE,
,,1390,494,ALLOWED_TO_DELEGATE,
,,1415,3078,ALLOWED_TO_DELEGATE,
,,1430,5004,ALLOWED_TO_DELEGATE,
,,1443,1669,ALLOWED_TO_DELEGATE,
,,1443,4433,ALLOWED_TO_DELEGATE,
,,1445,892,ALLOWED_TO_DELEGATE,
,,1471,3251,ALLOWED_TO_DELEGATE,
,,1503,2926,ALLOWED_TO_DELEGATE,
,,1505,3337,ALLOWED_TO_DELEGATE,
,,1526,2013,ALLOWED_TO_DELEGATE,
,,1541,2691,ALLOWED_TO_DELEGATE,
,,1544,3585,ALLOWED_TO_DELEGATE,
,,1547,3113,ALLOWED_TO_DELEGATE,
,,1548,5010,ALLOWED_TO_DELEGATE,
,,1565,3734,ALLOWED_TO_DELEGATE,
,,1574,2375,ALLOWED_TO_DELEGATE,
,,1583,4791,ALLOWED_TO_DELEGATE,
,,1589,4808,ALLOWED_TO_DELEGATE,
,,1618,3543,ALLOWED_TO_DELEGATE,
,,1631,3100,ALLOWED_TO_DELEGATE,
,,1643,4915,ALLOWED_TO_DELEGATE,
,,1660,3751,ALLOWED_TO_DELEGATE,
,,1662,1583,ALLOWED_TO_DELEGATE,
,,1667,3205,ALLOWED_TO_DELEGATE,
,,1668,2174,ALLOWED_TO_DELEGATE,
,,1668,3309,ALLOWED_TO_DELEGATE,
,,1673,2202,ALLOWED_TO_DELEGATE,
,,1677,4001,ALLOWED_TO_DELEGATE,
,,1681,1083,ALLOWED_TO_DELEGATE,
,,1694,3839,ALLOWED_TO_DELEGATE,
,,1709,2934,ALLOWED_TO_DELEGATE,
,,1718,3805,ALLOWED_TO_DELEGATE,
,,1741,2647,ALLOWED_TO_DELEGATE,
,,1749,171,ALLOWED_TO_DELEGATE,
,,1761,2006,ALLOWED_TO_DELEGATE,
,,1775,1804,ALLOWED_TO_DELEGATE,
,,1779,1301,ALLOWED_TO_DELEGATE,
,,1782,2537,ALLOWED_TO_DELEGATE,
,,1792,1712,ALLOWED_TO_DELEGATE,
,,1815,4036,ALLOWED_TO_DELEGATE,
,,1829,4650,ALLOWED_TO_DELEGATE,
,,1877,2680,ALLOWED_TO_DELEGATE,
,,1887,79,ALLOWED_TO_DELEGATE,
,,1895,3052,ALLOWED_TO_DELEGATE,
,,1897,1236,ALLOWED_TO_DELEGATE,
,,1901,3420,ALLOWED_TO_DELEGATE,
,,1902,3757,ALLOWED_TO_DELEGATE,
,,1923,360,ALLOWED_TO_DELEGATE,
,,1926,3685,ALLOWED_TO_DELEGATE,
,,1931,2444,ALLOWED_TO_DELEGATE,
,,1943,3,ALLOWED_TO_DELEGATE,
,,1944,549,ALLOWED_TO_DELEGATE,
,,1947,1191,ALLOWED_TO_DELEGATE,
,,1948,3741,ALLOWED_TO_DELEGATE,
,,1961,2098,ALLOWED_TO_DELEGATE,
,,1965,2174,ALLOWED_TO_DELEGATE,
,,1973,541,ALLOWED_TO_DELEGATE,
,,1980,577,ALLOWED_TO_DELEGATE,
,,2012,3741,ALLOWED_TO_DELEGATE,
,,2044,3687,ALLOWED_TO_DELEGATE,
,,2054,3789,ALLOWED_TO_DELEGATE,
,,2063,3397,ALLOWED_TO_DELEGATE,
,,2069,2644,ALLOWED_TO_DELEGATE,
,,2070,3740,ALLOWED_TO_DELEGATE,
,,2071,3486,ALLOWED_TO_DELEGATE,
,,2075,138,ALLOWED_TO_DELEGATE,
,,2076,4038,ALLOWED_TO_DELEGATE,
,,2077,1518,ALLOWED_TO_DELEGATE,
,,2082,3380,ALLOWED_TO_DELEGATE,
,,2083,3323,ALLOWED_TO_DELEGATE,
,,2094,516,ALLOWED_TO_DELEGATE,
,,2104,643,ALLOWED_TO_DELEGATE,
,,2114,2621,ALLOWED_TO_DELEGATE,
,,2119,2005,ALLOWED_TO_DELEGATE,
,,2182,858,ALLOWED_TO_DELEGATE,
,,2183,1472,ALLOWED_TO_DELEGATE,
,,2186,606,ALLOWED_TO_DELEGATE,
,,2191,3008,ALLOWED_TO_DELEGATE,
,,2197,3586,ALLOWED_TO_DELEGATE,
,,2219,2442,ALLOWED_TO_DELEGATE,
,,2222,2551,ALLOWED_TO_DELEGATE,
,,2222,4336,ALLOWED_TO_DELEGATE,
,,2229,3906,ALLOWED_TO_DELEGATE,
,,2232,2009,ALLOWED_TO_DELEGATE,
,,2234,3327,ALLOWED_TO_DELEGATE,
,,2251,3111,ALLOWED_TO_DELEGATE,
,,2254,1099,ALLOWED_TO_DELEGATE,
,,2256,4998,ALLOWED_TO_DELEGATE,
,,2266,1068,ALLOWED_TO_DELEGATE,
,,2282,1060,ALLOWED_TO_DELEGATE,
,,2291,338,ALLOWED_TO_DELEGATE,
,,2318,256,ALLOWED_TO_DELEGATE,
,,2327,4101,ALLOWED_TO_DELEGATE,
,,2328,4435,ALLOWED_TO_DELEGATE,
,,2329,459,ALLOWED_TO_DELEGATE,
,,2332,1810,ALLOWED_TO_DELEGATE,
,,2333,883,ALLOWED_TO_DELEGATE,
,,2340,3747,ALLOWED_TO_DELEGATE,
,,2346,2479,ALLOWED_TO_DELEGATE,
,,2347,3645,ALLOWED_TO_DELEGATE,
,,2355,4712,ALLOWED_TO_DELEGATE,
,,2357,2698,ALLOWED_TO_DELEGATE,
,,2371,4004,ALLOWED_TO_DELEGATE,
,,2376,1639,ALLOWED_TO_DELEGATE,
,,2386,767,ALLOWED_TO_DELEGATE,
,,2386,5009,ALLOWED_TO_DELEGATE,
,,2401,2300,ALLOWED_TO_DELEGATE,
,,2412,4010,ALLOWED_TO_DELEGATE,
,,2413,573,ALLOWED_TO_DELEGATE,
,,2454,2049,ALLOWED_TO_DELEGATE,
,,2457,4113,ALLOWED_TO_DELEGATE,
,,2457,2530,ALLOWED_TO_DELEGATE,
,,2463,657,ALLOWED_TO_DELEGATE,
,,2464,3404,ALLOWED_TO_DELEGATE,
,,2476,206,ALLOWED_TO_DELEGATE,
,,2497,4445,ALLOWED_TO_DELEGATE,
,,2513,4236,ALLOWED_TO_DELEGATE,
,,2531,1249,ALLOWED_TO_DELEGATE,
,,2533,947,ALLOWED_TO_DELEGATE,
,,2546,3019,ALLOWED_TO_DELEGATE,
,,2547,4146,ALLOWED_TO_DELEGATE,
,,2548,4251,ALLOWED_TO_DELEGATE,
,,2555,500,ALLOWED_TO_DELEGATE,
,,2567,506,ALLOWED_TO_DELEGATE,
,,2580,1784,ALLOWED_TO_DELEGATE,
,,2584,46,ALLOWED_TO_DELEGATE,
,,2586,2367,ALLOWED_TO_DELEGATE,
,,2590,3794,ALLOWED_TO_DELEGATE,
,,2610,1964,ALLOWED_TO_DELEGATE,
,,2620,2107,ALLOWED_TO_DELEGATE,
,,2632,1021,ALLOWED_TO_DELEGATE,
,,2634,4912,ALLOWED_TO_DELEGATE,
,,2645,3776,ALLOWED_TO_DELEGATE,
,,2646,806,ALLOWED_TO_DELEGATE,
,,2649,320,ALLOWED_TO_DELEGATE,
,,2650,3433,ALLOWED_TO_DELEGATE,
,,2661,2924,ALLOWED_TO_DELEGATE,
,,2666,3217,ALLOWED_TO_DELEGATE,
,,2668,2928,ALLOWED_TO_DELEGATE,
,,2670,147,ALLOWED_TO_DELEGATE,
,,2697,2949,ALLOWED_TO_DELEGATE,
,,2710,4562,ALLOWED_TO_DELEGATE,
,,2716,3371,ALLOWED_TO_DELEGATE,
,,2729,1458,ALLOWED_TO_DELEGATE,
,,2735,1063,ALLOWED_TO_DELEGATE,
,,2757,201,ALLOWED_TO_DELEGATE,
,,2768,2470,ALLOWED_TO_DELEGATE,
,,2776,3838,ALLOWED_TO_DELEGATE,
,,2778,4910,ALLOWED_TO_DELEGATE,
,,2783,4202,ALLOWED_TO_DELEGATE,
,,2814,725,ALLOWED_TO_DELEGATE,
,,2839,3817,ALLOWED_TO_DELEGATE,
,,2850,1818,ALLOWED_TO_DELEGATE,
,,2856,3492,ALLOWED_TO_DELEGATE,
,,2858,2534,ALLOWED_TO_DELEGATE,
,,2868,4792,ALLOWED_TO_DELEGATE,
,,2879,2432,ALLOWED_TO_DELEGATE,
,,2879,4701,ALLOWED_TO_DELEGATE,
,,2887,497,ALLOWED_TO_DELEGATE,
,,2909,4478,ALLOWED_TO_DELEGATE,
,,2919,4377,ALLOWED_TO_DELEGATE,
,,2928,1414,ALLOWED_TO_DELEGATE,
,,2987,4184,ALLOWED_TO_DELEGATE,
,,3002,966,ALLOWED_TO_DELEGATE,
,,3005,1079,ALLOWED_TO_DELEGATE,
,,3016,276,ALLOWED_TO_DELEGATE,
,,3042,4368,ALLOWED_TO_DELEGATE,
,,3047,4163,ALLOWED_TO_DELEGATE,
,,3051,1048,ALLOWED_TO_DELEGATE,
,,3080,3505,ALLOWED_TO_DELEGATE,
,,3085,553,ALLOWED_TO_DELEGATE,
,,3087,1870,ALLOWED_TO_DELEGATE,
,,3100,2453,ALLOWED_TO_DELEGATE,
,,3109,1401,ALLOWED_TO_DELEGATE,
,,15041,3560,CONTAINS,
,,15041,4416,CONTAINS,
,,15041,815,CONTAINS,
,,15041,1498,CONTAINS,
,,15041,829,CONTAINS,
,,15041,4413,CONTAINS,
,,15041,2635,CONTAINS,
,,15041,209,CONTAINS,
,,15041,1908,CONTAINS,
,,15041,3525,CONTAINS,
,,15041,3586,CONTAINS,
,,15041,1192,CONTAINS,
,,15041,3059,CONTAINS,
,,15041,2926,CONTAINS,
,,15041,2313,CONTAINS,
,,15041,3381,CONTAINS,
,,15041,3693,CONTAINS,
,,15041,2308,CONTAINS,
,,15041,2349,CONTAINS,
,,15041,2122,CONTAINS,
,,15041,3976,CONTAINS,
,,15041,3518,CONTAINS,
,,15041,660,CONTAINS,
,,15041,4420,CONTAINS,
,,15041,1514,CONTAINS,
,,15041,1260,CONTAINS,
,,15041,426,CONTAINS,
,,15041,1419,CONTAINS,
,,15041,1874,CONTAINS,
,,15041,4817,CONTAINS,
,,15041,2426,CONTAINS,
,,15041,2722,CONTAINS,
,,15041,582,CONTAINS,
,,15041,559,CONTAINS,
,,15041,389,CONTAINS,
,,15041,2769,CONTAINS,
,,15041,2154,CONTAINS,
,,15041,947,CONTAINS,
,,15041,2335,CONTAINS,
,,15041,3651,CONTAINS,
,,15041,1015,CONTAINS,
,,15041,2804,CONTAINS,
,,15041,4622,CONTAINS,
,,15041,3723,CONTAINS,
,,15041,2066,CONTAINS,
,,15041,2597,CONTAINS,
,,15041,2031,CONTAINS,
,,15041,3574,CONTAINS,
,,15041,4431,CONTAINS,
,,15041,470,CONTAINS,
,,15041,2999,CONTAINS,
,,15041,3605,CONTAINS,
,,15041,2274,CONTAINS,
,,15041,4314,CONTAINS,
,,15041,1997,CONTAINS,
,,15041,226,CONTAINS,
,,15041,4394,CONTAINS,
,,15041,4991,CONTAINS,
,,15041,77,CONTAINS,
,,15041,2387,CONTAINS,
,,15041,810,CONTAINS,
,,15041,4798,CONTAINS,
,,15041,2253,CONTAINS,
,,15041,12,CONTAINS,
,,15041,471,CONTAINS,
,,15041,3975,CONTAINS,
,,15041,4919,CONTAINS,
,,15041,3094,CONTAINS,
,,15041,3122,CONTAINS,
,,15041,3447,CONTAINS,
,,15041,1576,CONTAINS,
,,15041,674,CONTAINS,
,,15041,2780,CONTAINS,
,,15041,443,CONTAINS,
,,15041,3461,CONTAINS,
,,15041,4483,CONTAINS,
,,15041,3151,CONTAINS,
,,15041,286,CONTAINS,
,,15041,2768,CONTAINS,
,,15041,858,CONTAINS,
,,15041,2997,CONTAINS,
,,15041,770,CONTAINS,
,,15041,2348,CONTAINS,
,,15041,49,CONTAINS,
,,15041,617,CONTAINS,
,,15041,4366,CONTAINS,
,,15041,2605,CONTAINS,
,,15041,2331,CONTAINS,
,,15042,1525,CONTAINS,
,,15042,1334,CONTAINS,
,,15042,2807,CONTAINS,
,,15042,1121,CONTAINS,
,,15042,3610,CONTAINS,
,,15042,4548,CONTAINS,
,,15042,4204,CONTAINS,
,,15042,1130,CONTAINS,
,,15042,3664,CONTAINS,
,,15042,2636,CONTAINS,
,,15042,207,CONTAINS,
,,15042,80,CONTAINS,
,,15042,2098,CONTAINS,
,,15042,4137,CONTAINS,
,,15042,44,CONTAINS,
,,15042,515,CONTAINS,
,,15042,1588,CONTAINS,
,,15042,1988,CONTAINS,
,,15042,4123,CONTAINS,
,,15042,3681,CONTAINS,
,,15042,3079,CONTAINS,
,,15042,468,CONTAINS,
,,15042,3754,CONTAINS,
,,15042,466,CONTAINS,
,,15042,3645,CONTAINS,
,,15042,3130,CONTAINS,
,,15042,4303,CONTAINS,
,,15042,2314,CONTAINS,
,,15042,790,CONTAINS,
,,15042,2310,CONTAINS,
,,15042,2810,CONTAINS,
,,15042,4498,CONTAINS,
,,15042,47,CONTAINS,
,,15042,3391,CONTAINS,
,,15042,3465,CONTAINS,
,,15042,3322,CONTAINS,
,,15042,4923,CONTAINS,
,,15042,3330,CONTAINS,
,,15042,2976,CONTAINS,
,,15042,2740,CONTAINS,
,,15042,53,CONTAINS,
,,15042,2410,CONTAINS,
,,15042,4428,CONTAINS,
,,15042,2292,CONTAINS,
,,15042,2509,CONTAINS,
,,15042,622,CONTAINS,
,,15042,4171,CONTAINS,
,,15042,4904,CONTAINS,
,,15042,3584,CONTAINS,
,,15042,4273,CONTAINS,
,,15042,4387,CONTAINS,
,,15042,3214,CONTAINS,
,,15042,1359,CONTAINS,
,,15042,271,CONTAINS,
,,15042,1700,CONTAINS,
,,15042,2637,CONTAINS,
,,15042,4086,CONTAINS,
,,15042,4570,CONTAINS,
,,15042,1460,CONTAINS,
,,15042,1268,CONTAINS,
,,15042,4165,CONTAINS,
,,15042,74,CONTAINS,
,,15042,3966,CONTAINS,
,,15042,2336,CONTAINS,
,,15042,1354,CONTAINS,
,,15042,1017,CONTAINS,
,,15042,3716,CONTAINS,
,,15042,4432,CONTAINS,
,,15042,1282,CONTAINS,
,,15042,1032,CONTAINS,
,,15042,2684,CONTAINS,
,,15042,4782,CONTAINS,
,,15042,3787,CONTAINS,
,,15042,1167,CONTAINS,
,,15042,5006,CONTAINS,
,,15042,1283,CONTAINS,
,,15042,2119,CONTAINS,
,,15042,4936,CONTAINS,
,,15042,3736,CONTAINS,
,,15042,5013,CONTAINS,
,,15042,2759,CONTAINS,
,,15042,2463,CONTAINS,
,,15042,1617,CONTAINS,
,,15042,608,CONTAINS,
,,15042,3123,CONTAINS,
,,15042,861,CONTAINS,
,,15042,4606,CONTAINS,
,,15042,2252,CONTAINS,
,,15042,2774,CONTAINS,
,,15042,1289,CONTAINS,
,,15042,4925,CONTAINS,
,,15042,2539,CONTAINS,
,,15042,1144,CONTAINS,
,,15042,4334,CONTAINS,
,,15042,1479,CONTAINS,
,,15042,530,CONTAINS,
,,15042,2700,CONTAINS,
,,15042,1397,CONTAINS,
,,15042,3300,CONTAINS,
,,15042,4657,CONTAINS,
,,15042,4198,CONTAINS,
,,15042,490,CONTAINS,
,,15042,1148,CONTAINS,
,,15042,2880,CONTAINS,
,,15042,2826,CONTAINS,
,,15042,4721,CONTAINS,
,,15042,4580,CONTAINS,
,,15042,395,CONTAINS,
,,15042,4212,CONTAINS,
,,15042,3250,CONTAINS,
,,15042,3090,CONTAINS,
,,15042,2485,CONTAINS,
,,15042,3191,CONTAINS,
,,15042,912,CONTAINS,
,,15042,58,CONTAINS,
,,15042,3686,CONTAINS,
,,15042,2612,CONTAINS,
,,15042,2398,CONTAINS,
,,15042,1389,CONTAINS,
,,15042,686,CONTAINS,
,,15042,3463,CONTAINS,
,,15042,2733,CONTAINS,
,,15042,4210,CONTAINS,
,,15042,623,CONTAINS,
,,15042,4668,CONTAINS,
,,15042,419,CONTAINS,
,,15042,1505,CONTAINS,
,,15042,1186,CONTAINS,
,,15042,3587,CONTAINS,
,,15042,3884,CONTAINS,
,,15042,3499,CONTAINS,
,,15042,936,CONTAINS,
,,15042,589,CONTAINS,
,,15042,1159,CONTAINS,
,,15042,3231,CONTAINS,
,,15042,3568,CONTAINS,
,,15042,848,CONTAINS,
,,15042,2003,CONTAINS,
,,15042,4896,CONTAINS,
,,15042,2878,CONTAINS,
,,15042,3933,CONTAINS,
,,15042,811,CONTAINS,
,,15042,3450,CONTAINS,
,,15042,2338,CONTAINS,
,,15042,3263,CONTAINS,
,,15042,3176,CONTAINS,
,,15042,1857,CONTAINS,
,,15042,665,CONTAINS,
,,15042,1236,CONTAINS,
,,15042,1703,CONTAINS,
,,15042,1279,CONTAINS,
,,15042,152,CONTAINS,
,,3131,2374,ALLOWED_TO_DELEGATE,
,,3146,1247,ALLOWED_TO_DELEGATE,
